Keywords,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
"Web Development
JavaScript
API
Web Design
PHP",Web Development,JavaScript,API,Web Design,PHP,,,,,
"List Building
Lead Generation
Document Conversion
Data Entry
Social Media Lead Generation
+9",List Building,Lead Generation,Document Conversion,Data Entry,Social Media Lead Generation,,,,,
"Social Media Content Creation
Instagram
Facebook
Social Media Content",Social Media Content Creation,Instagram,Facebook,Social Media Content,,,,,,
"Shopify
Web Development
Graphic Design
Web Design",Shopify,Web Development,Graphic Design,Web Design,,,,,,
"PHP
Custom PHP
WordPress
MySQL
Web Development
JavaScript
HTML
CSS
API Integration
+1",PHP,Custom PHP,WordPress,MySQL,Web Development,JavaScript,HTML,CSS,API Integration,
"WordPress
Web Design
Web Development
CSS
HTML
Wireframing",WordPress,Web Design,Web Development,CSS,HTML,Wireframing,,,,
"LinkedIn Development
LinkedIn Profile Creation
LinkedIn
Career Coaching
Tech & IT",LinkedIn Development,LinkedIn Profile Creation,LinkedIn,Career Coaching,Tech & IT,,,,,
"Microsoft Project
Project Management
Business Management
Management Skills
Photography
+2",Microsoft Project,Project Management,Business Management,Management Skills,Photography,,,,,
"Python
Bot Development
JavaScript
API
Node.js",Python,Bot Development,JavaScript,API,Node.js,,,,,
"SEO Backlinking
SEO Keyword Research
Search Engine Optimization
Google Analytics",SEO Backlinking,SEO Keyword Research,Search Engine Optimization,Google Analytics,,,,,,
"Translation
Kannada",Translation,Kannada,,,,,,,,
"AI Speech-to-Text
Colossyan
Deepbrain AI
Descript
Elai
InVideo
Kaiber
Lumen5
Midjourney AI
+1",AI Speech-to-Text,Colossyan,Deepbrain AI,Descript,Elai,InVideo,Kaiber,Lumen5,Midjourney AI,
"Facebook
Instagram
Social Media Content
Instagram Story
Content Writing
Pinterest
+4",Facebook,Instagram,Social Media Content,Instagram Story,Content Writing,Pinterest,,,,
"Google Ad Manager
WordPress Development",Google Ad Manager,WordPress Development,,,,,,,,
"Customer Service
Marketing
Communications",Customer Service,Marketing,Communications,,,,,,,
"Flutter
Android
iOS
Tablet
Mobile App Development
Dart",Flutter,Android,iOS,Tablet,Mobile App Development,Dart,,,,
"Autodesk 3ds Max
Architectural Design
3D Rendering
High-Quality Rendering
Corona",Autodesk 3ds Max,Architectural Design,3D Rendering,High-Quality Rendering,Corona,,,,,
"Flutter
Firebase
Firebase Cloud Firestore
Mobile App Development
Google Cloud Platform
Google Maps
+8",Flutter,Firebase,Firebase Cloud Firestore,Mobile App Development,Google Cloud Platform,Google Maps,,,,
"Content Writing
Writing
English
Article Writing
Creative Writing",Content Writing,Writing,English,Article Writing,Creative Writing,,,,,
"Influencer Marketing
Social Media Marketing
Marketing Strategy
Social Media Management",Influencer Marketing,Social Media Marketing,Marketing Strategy,Social Media Management,,,,,,
"API
PHP
Python
WordPress
JavaScript",API,PHP,Python,WordPress,JavaScript,,,,,
Tax Law,Tax Law,,,,,,,,,
"Shopify
Shopify Templates
Web Development
CSS
Shopify Theme",Shopify,Shopify Templates,Web Development,CSS,Shopify Theme,,,,,
"LinkedIn
Social Media Marketing
Facebook
Marketing Strategy
Graphic Design",LinkedIn,Social Media Marketing,Facebook,Marketing Strategy,Graphic Design,,,,,
"Mechanical Engineering
3D Modeling
SolidWorks
Finite Element Analysis
Flow Simulation
Machine Design
+9",Mechanical Engineering,3D Modeling,SolidWorks,Finite Element Analysis,Flow Simulation,Machine Design,,,,
"German
English
Male
Female
Voice Acting
Voice-Over",German,English,Male,Female,Voice Acting,Voice-Over,,,,
"In-App Purchases
Offline Functionality
Android App Development
Mobile App Development
TV Set
Flutter",In-App Purchases,Offline Functionality,Android App Development,Mobile App Development,TV Set,Flutter,,,,
"Lead Generation
Data Entry
List Building
Data Scraping
Data Mining
Administrative Support
+9",Lead Generation,Data Entry,List Building,Data Scraping,Data Mining,Administrative Support,,,,
"Microbiology
Laboratory Equipment Skills
Biochemistry
Chemistry
Medical Device",Microbiology,Laboratory Equipment Skills,Biochemistry,Chemistry,Medical Device,,,,,
"Lead Generation
Chatbot Development
JavaScript
API
Python",Lead Generation,Chatbot Development,JavaScript,API,Python,,,,,
"Lead Generation
List Building
Prospect List
Data Scraping",Lead Generation,List Building,Prospect List,Data Scraping,,,,,,
"Search Engine Optimization
SEO Keyword Research
On-Page SEO
SEO Backlinking",Search Engine Optimization,SEO Keyword Research,On-Page SEO,SEO Backlinking,,,,,,
ABAP,ABAP,,,,,,,,,
"PHP
MySQL
JavaScript
API
Custom PHP
MySQL Programming
PHP Script
HTML
SQL
cPanel",PHP,MySQL,JavaScript,API,Custom PHP,MySQL Programming,PHP Script,HTML,SQL,cPanel
Android,Android,,,,,,,,,
Zoho Creator,Zoho Creator,,,,,,,,,
"UI Animation
UX & UI Design",UI Animation,UX & UI Design,,,,,,,,
"API Integration
API
JavaScript
PHP
Web Development",API Integration,API,JavaScript,PHP,Web Development,,,,,
"Landing Page
Website Redesign
Adobe Photoshop
Wix
Web Development
WordPress
Wix SEO Wiz",Landing Page,Website Redesign,Adobe Photoshop,Wix,Web Development,WordPress,Wix SEO Wiz,,,
"CapCut
Video Editing
Adobe Premiere Pro
Adobe After Effects
Final Cut Pro
DaVinci Resolve",CapCut,Video Editing,Adobe Premiere Pro,Adobe After Effects,Final Cut Pro,DaVinci Resolve,,,,
"Microsoft Excel
Data Entry
Spreadsheet Software
Google Docs",Microsoft Excel,Data Entry,Spreadsheet Software,Google Docs,,,,,,
"Virtual Assistance
Customer Service
Administrative Support
Data Entry",Virtual Assistance,Customer Service,Administrative Support,Data Entry,,,,,,
"PHP
JavaScript
API
CodeIgniter
API Integration",PHP,JavaScript,API,CodeIgniter,API Integration,,,,,
"PHP
Node.js
Mobile App Development
Ionic Framework
Java
React Native
Flutter
Swift
Laravel
+6",PHP,Node.js,Mobile App Development,Ionic Framework,Java,React Native,Flutter,Swift,Laravel,
"Facebook
Marketing Strategy
Social Media Marketing
Lead Generation",Facebook,Marketing Strategy,Social Media Marketing,Lead Generation,,,,,,
"Adobe Illustrator
Illustration
Graphic Design
Adobe Photoshop
Drawing",Adobe Illustrator,Illustration,Graphic Design,Adobe Photoshop,Drawing,,,,,
"Python
R
Microsoft Excel
Research Proposals
Molecular Biology
Genomic Data Analysis
+10",Python,R,Microsoft Excel,Research Proposals,Molecular Biology,Genomic Data Analysis,,,,
"Macro Programming
Visual Basic for Applications
PostgreSQL",Macro Programming,Visual Basic for Applications,PostgreSQL,,,,,,,
"Laravel
API Integration
Web Development
PHP
JavaScript
API
CSS
Back-End Development",Laravel,API Integration,Web Development,PHP,JavaScript,API,CSS,Back-End Development,,
"Influencer Marketing
Health & Wellness
Fashion & Beauty
Sports & Recreation
Instagram
TikTok",Influencer Marketing,Health & Wellness,Fashion & Beauty,Sports & Recreation,Instagram,TikTok,,,,
"Web Development
JavaScript
API
Web Design
PHP",Web Development,JavaScript,API,Web Design,PHP,,,,,
"List Building
Lead Generation
Document Conversion
Data Entry
Social Media Lead Generation
+9",List Building,Lead Generation,Document Conversion,Data Entry,Social Media Lead Generation,,,,,
"Social Media Content Creation
Instagram
Facebook
Social Media Content",Social Media Content Creation,Instagram,Facebook,Social Media Content,,,,,,
"Shopify
Web Development
Graphic Design
Web Design",Shopify,Web Development,Graphic Design,Web Design,,,,,,
"PHP
Custom PHP
WordPress
MySQL
Web Development
JavaScript
HTML
CSS
API Integration
+1",PHP,Custom PHP,WordPress,MySQL,Web Development,JavaScript,HTML,CSS,API Integration,
"WordPress
Web Design
Web Development
CSS
HTML
Wireframing",WordPress,Web Design,Web Development,CSS,HTML,Wireframing,,,,
"LinkedIn Development
LinkedIn Profile Creation
LinkedIn
Career Coaching
Tech & IT",LinkedIn Development,LinkedIn Profile Creation,LinkedIn,Career Coaching,Tech & IT,,,,,
"Microsoft Project
Project Management
Business Management
Management Skills
Photography
+2",Microsoft Project,Project Management,Business Management,Management Skills,Photography,,,,,
"Python
Bot Development
JavaScript
API
Node.js",Python,Bot Development,JavaScript,API,Node.js,,,,,
"SEO Backlinking
SEO Keyword Research
Search Engine Optimization
Google Analytics",SEO Backlinking,SEO Keyword Research,Search Engine Optimization,Google Analytics,,,,,,
"Translation
Kannada",Translation,Kannada,,,,,,,,
"AI Speech-to-Text
Colossyan
Deepbrain AI
Descript
Elai
InVideo
Kaiber
Lumen5
Midjourney AI
+1",AI Speech-to-Text,Colossyan,Deepbrain AI,Descript,Elai,InVideo,Kaiber,Lumen5,Midjourney AI,
"Facebook
Instagram
Social Media Content
Instagram Story
Content Writing
Pinterest
+4",Facebook,Instagram,Social Media Content,Instagram Story,Content Writing,Pinterest,,,,
"Google Ad Manager
WordPress Development",Google Ad Manager,WordPress Development,,,,,,,,
"Customer Service
Marketing
Communications",Customer Service,Marketing,Communications,,,,,,,
"Flutter
Android
iOS
Tablet
Mobile App Development
Dart",Flutter,Android,iOS,Tablet,Mobile App Development,Dart,,,,
"Autodesk 3ds Max
Architectural Design
3D Rendering
High-Quality Rendering
Corona",Autodesk 3ds Max,Architectural Design,3D Rendering,High-Quality Rendering,Corona,,,,,
"Flutter
Firebase
Firebase Cloud Firestore
Mobile App Development
Google Cloud Platform
Google Maps
+8",Flutter,Firebase,Firebase Cloud Firestore,Mobile App Development,Google Cloud Platform,Google Maps,,,,
"Content Writing
Writing
English
Article Writing
Creative Writing",Content Writing,Writing,English,Article Writing,Creative Writing,,,,,
"Influencer Marketing
Social Media Marketing
Marketing Strategy
Social Media Management",Influencer Marketing,Social Media Marketing,Marketing Strategy,Social Media Management,,,,,,
"API
PHP
Python
WordPress
JavaScript",API,PHP,Python,WordPress,JavaScript,,,,,
Tax Law,Tax Law,,,,,,,,,
"Shopify
Shopify Templates
Web Development
CSS
Shopify Theme",Shopify,Shopify Templates,Web Development,CSS,Shopify Theme,,,,,
"LinkedIn
Social Media Marketing
Facebook
Marketing Strategy
Graphic Design",LinkedIn,Social Media Marketing,Facebook,Marketing Strategy,Graphic Design,,,,,
"Mechanical Engineering
3D Modeling
SolidWorks
Finite Element Analysis
Flow Simulation
Machine Design
+9",Mechanical Engineering,3D Modeling,SolidWorks,Finite Element Analysis,Flow Simulation,Machine Design,,,,
"German
English
Male
Female
Voice Acting
Voice-Over",German,English,Male,Female,Voice Acting,Voice-Over,,,,
"In-App Purchases
Offline Functionality
Android App Development
Mobile App Development
TV Set
Flutter",In-App Purchases,Offline Functionality,Android App Development,Mobile App Development,TV Set,Flutter,,,,
"Lead Generation
Data Entry
List Building
Data Scraping
Data Mining
Administrative Support
+9",Lead Generation,Data Entry,List Building,Data Scraping,Data Mining,Administrative Support,,,,
"Microbiology
Laboratory Equipment Skills
Biochemistry
Chemistry
Medical Device",Microbiology,Laboratory Equipment Skills,Biochemistry,Chemistry,Medical Device,,,,,
"Lead Generation
Chatbot Development
JavaScript
API
Python",Lead Generation,Chatbot Development,JavaScript,API,Python,,,,,
"Lead Generation
List Building
Prospect List
Data Scraping",Lead Generation,List Building,Prospect List,Data Scraping,,,,,,
"Search Engine Optimization
SEO Keyword Research
On-Page SEO
SEO Backlinking",Search Engine Optimization,SEO Keyword Research,On-Page SEO,SEO Backlinking,,,,,,
ABAP,ABAP,,,,,,,,,
"PHP
MySQL
JavaScript
API
Custom PHP
MySQL Programming
PHP Script
HTML
SQL
cPanel",PHP,MySQL,JavaScript,API,Custom PHP,MySQL Programming,PHP Script,HTML,SQL,cPanel
Android,Android,,,,,,,,,
Zoho Creator,Zoho Creator,,,,,,,,,
"UI Animation
UX & UI Design",UI Animation,UX & UI Design,,,,,,,,
"API Integration
API
JavaScript
PHP
Web Development",API Integration,API,JavaScript,PHP,Web Development,,,,,
"Landing Page
Website Redesign
Adobe Photoshop
Wix
Web Development
WordPress
Wix SEO Wiz",Landing Page,Website Redesign,Adobe Photoshop,Wix,Web Development,WordPress,Wix SEO Wiz,,,
"CapCut
Video Editing
Adobe Premiere Pro
Adobe After Effects
Final Cut Pro
DaVinci Resolve",CapCut,Video Editing,Adobe Premiere Pro,Adobe After Effects,Final Cut Pro,DaVinci Resolve,,,,
"Microsoft Excel
Data Entry
Spreadsheet Software
Google Docs",Microsoft Excel,Data Entry,Spreadsheet Software,Google Docs,,,,,,
"Virtual Assistance
Customer Service
Administrative Support
Data Entry",Virtual Assistance,Customer Service,Administrative Support,Data Entry,,,,,,
"PHP
JavaScript
API
CodeIgniter
API Integration",PHP,JavaScript,API,CodeIgniter,API Integration,,,,,
"PHP
Node.js
Mobile App Development
Ionic Framework
Java
React Native
Flutter
Swift
Laravel
+6",PHP,Node.js,Mobile App Development,Ionic Framework,Java,React Native,Flutter,Swift,Laravel,
"Facebook
Marketing Strategy
Social Media Marketing
Lead Generation",Facebook,Marketing Strategy,Social Media Marketing,Lead Generation,,,,,,
"Adobe Illustrator
Illustration
Graphic Design
Adobe Photoshop
Drawing",Adobe Illustrator,Illustration,Graphic Design,Adobe Photoshop,Drawing,,,,,
"Python
R
Microsoft Excel
Research Proposals
Molecular Biology
Genomic Data Analysis
+10",Python,R,Microsoft Excel,Research Proposals,Molecular Biology,Genomic Data Analysis,,,,
"Macro Programming
Visual Basic for Applications
PostgreSQL",Macro Programming,Visual Basic for Applications,PostgreSQL,,,,,,,
"Laravel
API Integration
Web Development
PHP
JavaScript
API
CSS
Back-End Development",Laravel,API Integration,Web Development,PHP,JavaScript,API,CSS,Back-End Development,,
"Influencer Marketing
Health & Wellness
Fashion & Beauty
Sports & Recreation
Instagram
TikTok",Influencer Marketing,Health & Wellness,Fashion & Beauty,Sports & Recreation,Instagram,TikTok,,,,
"Web Development
JavaScript
API
Web Design
PHP",Web Development,JavaScript,API,Web Design,PHP,,,,,
"List Building
Lead Generation
Document Conversion
Data Entry
Social Media Lead Generation
+9",List Building,Lead Generation,Document Conversion,Data Entry,Social Media Lead Generation,,,,,
"Social Media Content Creation
Instagram
Facebook
Social Media Content",Social Media Content Creation,Instagram,Facebook,Social Media Content,,,,,,
"Shopify
Web Development
Graphic Design
Web Design",Shopify,Web Development,Graphic Design,Web Design,,,,,,
"PHP
Custom PHP
WordPress
MySQL
Web Development
JavaScript
HTML
CSS
API Integration
+1",PHP,Custom PHP,WordPress,MySQL,Web Development,JavaScript,HTML,CSS,API Integration,
"WordPress
Web Design
Web Development
CSS
HTML
Wireframing",WordPress,Web Design,Web Development,CSS,HTML,Wireframing,,,,
"LinkedIn Development
LinkedIn Profile Creation
LinkedIn
Career Coaching
Tech & IT",LinkedIn Development,LinkedIn Profile Creation,LinkedIn,Career Coaching,Tech & IT,,,,,
"Microsoft Project
Project Management
Business Management
Management Skills
Photography
+2",Microsoft Project,Project Management,Business Management,Management Skills,Photography,,,,,
"Python
Bot Development
JavaScript
API
Node.js",Python,Bot Development,JavaScript,API,Node.js,,,,,
"SEO Backlinking
SEO Keyword Research
Search Engine Optimization
Google Analytics",SEO Backlinking,SEO Keyword Research,Search Engine Optimization,Google Analytics,,,,,,
"Translation
Kannada",Translation,Kannada,,,,,,,,
"AI Speech-to-Text
Colossyan
Deepbrain AI
Descript
Elai
InVideo
Kaiber
Lumen5
Midjourney AI
+1",AI Speech-to-Text,Colossyan,Deepbrain AI,Descript,Elai,InVideo,Kaiber,Lumen5,Midjourney AI,
